juris,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
Livermore,29230,5503,6812,7539,9376,23863.0,5404.0,42409,287.0,7038,5400,10510,8921,10253,0.998735777497,33349945.0,786.388384541,8.0,8.0,0.0,2997081.44454,374635.180567,0.0,0.0
Hayward,48191,14038,14167,10939,9047,27848.0,18061.0,72937,57.0,18411,7286,11365,18354,17464,1.04970702912,59471636.0,815.38363245,21.0,21.0,0.0,7605477.38976,362165.589989,0.0,0.0
Sonoma County,62952,11502,16153,15900,19397,56760.0,10936.0,51646,4505.0,8905,5269,7154,14377,11436,0.929922004254,31995283.0,619.511346474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fremont,76999,18111,19218,18520,21150,48495.0,25019.0,96776,171.0,27948,9590,19025,22527,17515,1.04740593628,72094135.0939,744.958823405,23.0,23.0,0.0,21134464.3664,918889.755062,0.0,0.0
Pleasanton,26932,5009,5780,6537,9606,18188.0,8265.0,63494,208.0,6840,10947,17590,12638,15271,1.01810758704,34990549.0,551.084338678,6.0,6.0,0.0,4753396.07844,792232.67974,0.0,0.0
Dublin,16428,3402,3289,3879,5858,11810.0,3004.0,21893,77.0,2093,4072,4475,5248,5928,1.1089509923,12835557.0,586.285890467,10.0,10.0,0.0,6176226.42513,617622.642513,0.0,0.0
Contra Costa County,60993,13206,15297,14230,18260,49883.0,12485.0,35221,202.0,4225,4193,8418,9598,8585,0.97795343766,22840672.0,648.49584055,41.0,41.0,0.0,16972522.6718,413963.967604,0.0,0.0
Brentwood,17014,2673,3658,4322,6361,16767.0,1284.0,10055,146.0,456,2035,2010,3043,2365,0.942551659188,6901211.0,686.346195922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Ramon,26770,4042,4998,6294,11436,20605.0,6597.0,49092,433.0,3676,4162,13660,11650,15511,0.984118814793,26197282.0,533.636478449,52.0,52.0,0.0,22318039.7032,429193.071215,0.0,0.0
Oakley,10814,2087,2681,2804,3242,10983.0,521.0,2860,21.0,163,665,591,865,555,0.940020862309,2061395.85892,720.767782841,9.0,9.0,0.0,4926696.51516,547410.723907,0.0,0.0
Antioch,33376,6933,8594,8418,9431,28540.0,6307.0,19714,39.0,1230,4782,3037,6733,3893,0.957786897007,13940050.0,707.11423354,6.0,6.0,0.0,2842659.2844,473776.547401,0.0,0.0
Napa County,11701,1601,2697,2846,4557,11416.0,1091.0,18569,3147.0,5859,1534,1550,3295,3184,0.93555608859,15991258.0,861.180354354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco,429036,142102,105715,83263,97956,112576.0,325371.0,774659,623.0,31190,37853,293150,259541,152302,0.979652789036,393435508.516,507.882188829,611.0,611.0,0.0,358188225.734,586232.775341,0.0,0.0
San Mateo County,22541,3863,5331,5377,7970,20209.0,2686.0,24590,483.0,4141,1342,6879,6523,5222,0.984538108757,13211192.0,537.258723058,4.0,4.0,0.0,1662558.53527,415639.633818,0.0,0.0
Petaluma,22489,4625,5638,5389,6837,18373.0,4805.0,30146,389.0,5305,4100,5940,7841,6571,0.970273535249,20473718.0,679.152059975,5.0,5.0,0.0,3097629.58105,619525.91621,0.0,0.0
Santa Rosa,68454,16436,16818,16382,18818,49602.0,23358.0,76642,556.0,8067,10028,11788,28501,17702,0.938240131579,45199467.0204,589.748010496,174.0,174.0,0.0,43386393.0963,249347.08676,0.0,0.0
Rohnert Park,17760,4682,4452,4208,4418,9653.0,9126.0,12217,85.0,1486,2235,2451,3360,2600,0.945737259705,7987188.0,653.776540886,38.0,38.0,0.0,22091260.8224,581348.969011,0.0,0.0
Marin County,29846,5576,7124,6801,10345,23832.0,6538.0,18805,342.0,747,1654,3592,7187,5283,0.98274613105,8869061.0,471.633129487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richmond,45094,17721,11851,8609,6913,24563.0,21800.0,40326,175.0,6909,4798,7898,10294,10252,0.972629036085,27816265.4472,689.784889331,188.0,188.0,0.0,79671936.4015,423786.895753,0.0,0.0
Pittsburg,21413,6656,5473,4860,4424,15541.0,6708.0,11844,20.0,1436,2253,1294,3815,3026,0.962425277541,9379173.93453,791.89242946,95.0,95.0,0.0,27398251.0483,288402.642614,0.0,0.0
Orinda,6817,1080,1467,1460,2810,6496.0,374.0,5395,21.0,196,453,2104,1819,802,0.992285298399,1740740.0,322.658016682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda,35852,11163,10255,7518,6916,15124.0,20248.0,32304,12.0,3067,2180,7178,10490,9377,1.01357005541,17340461.0,536.789902179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napa,28721,5934,7364,7092,8331,22529.0,7946.0,29962,403.0,3281,4599,4045,11802,5832,0.942444626743,21773429.0,726.701455177,2.0,2.0,0.0,1023426.18707,511713.093536,0.0,0.0
Hercules,8766,1772,2146,2140,2708,7286.0,1673.0,5073,5.0,1541,485,802,1203,1037,0.978457417122,3009841.0,593.305933373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newark,13609,3475,3758,3346,3030,10159.0,2731.0,18106,28.0,4318,3682,2950,3825,3303,1.05577967417,17983227.0,993.219209102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda County,54451,15346,15395,12369,11341,38440.0,16087.0,28087,98.0,2683,2682,5313,10200,7111,0.998606195096,18959482.1169,675.026956133,30.0,30.0,0.0,11268705.9559,375623.531864,0.0,0.0
Martinez,14636,3098,4074,3599,3865,11507.0,3554.0,22576,22.0,2629,1639,3397,4828,10061,0.971781422216,11466632.0,507.912473423,1.0,1.0,0.0,400483.566127,400483.566127,0.0,0.0
Danville,15789,1876,3053,3749,7111,15092.0,930.0,12731,40.0,867,1594,4137,3813,2280,0.985457495943,5835336.0,458.356452753,4.0,4.0,0.0,1297804.58661,324451.146652,0.0,0.0
Healdsburg,4537,876,1097,1171,1393,3818.0,1112.0,9277,187.0,1820,1137,1033,2310,2790,0.920283975659,5579045.0,601.384607093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concord,61345,24800,13747,11644,11154,40087.0,23460.0,59333,123.0,6458,7651,12978,18901,13222,0.965348482226,45277485.0,763.107966899,211.0,211.0,0.0,37687982.5078,178616.030843,0.0,0.0
Sunnyvale,61555,16822,13511,14296,16926,26482.0,36468.0,98717,120.0,21139,6582,37113,19094,14669,0.977839555203,50822992.229,514.835258659,482.0,482.0,0.0,89636624.4575,185968.100534,0.0,0.0
Clayton,3941,583,896,967,1495,4054.0,17.0,2094,6.0,69,164,408,1068,379,0.968066814051,870340.0,415.635148042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daly City,33623,8347,9056,7848,8372,21230.0,13139.0,19832,27.0,1189,3373,3537,8165,3541,0.978294393203,10708893.357,539.980504084,4.0,4.0,0.0,1634464.88967,408616.222418,0.0,0.0
Rio Vista,3706,689,1011,878,1128,3215.0,94.0,2374,411.0,433,270,189,448,623,1.11997582351,1290835.0,543.738416175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakland,197758,80589,49480,35519,32170,84416.0,112048.0,219962,268.0,21816,13592,42519,79174,62593,1.00658644841,123169177.455,559.956617302,1302.0,1302.0,0.0,481460537.083,369785.358743,0.0,0.0
Lafayette,9974,1954,2168,2315,3537,8013.0,2096.0,9716,18.0,977,909,2775,3383,1654,0.986645563359,4547146.0,468.005969535,38.0,38.0,0.0,17394179.6549,457741.569866,0.0,0.0
San Pablo,9382,3228,2880,1911,1363,4731.0,4850.0,7864,18.0,520,1057,883,3797,1589,0.979229725498,4711264.6237,599.092653065,6.0,6.0,0.0,1860164.71615,310027.452691,0.0,0.0
Walnut Creek,33968,7364,8396,7868,10340,16948.0,17968.0,51260,39.0,2752,5373,14675,19598,8823,0.972849123611,24568200.0,479.285992977,85.0,85.0,0.0,30781670.1205,362137.295536,0.0,0.0
Pleasant Hill,13875,2919,3662,3373,3921,10259.0,3885.0,17230,22.0,592,2070,3526,7572,3448,0.980981334842,9136894.0,530.289843297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union City,21440,5108,5601,5300,5431,15010.0,5434.0,22925,34.0,7718,3062,2640,5268,4203,1.0487184504,22348142.0,974.837164667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brisbane,6150,3719,957,756,718,1396.0,5080.0,10879,5.0,2730,332,3449,2387,1976,0.949660284126,11230454.0,1032.30572663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloverdale,3256,805,841,781,829,2869.0,764.0,1684,54.0,396,165,199,398,472,0.896229011836,900953.0,535.007719715,7.0,7.0,0.0,2978702.38435,425528.91205,0.0,0.0
San Leandro,35722,12198,10036,7368,6120,21277.0,14415.0,54382,42.0,17439,6753,6432,11193,12523,1.00084052449,43808024.4479,805.561113013,58.0,58.0,0.0,21827358.0244,376333.759041,0.0,0.0
Pinole,6914,1824,2023,1633,1434,5825.0,1263.0,7601,13.0,952,1703,1154,2426,1353,0.975451467269,4200800.0,552.664123142,17.0,17.0,0.0,3375891.20098,198581.835352,0.0,0.0
Fairfield,35123,7510,9143,8587,9883,26591.0,7937.0,41235,261.0,6265,6154,4517,12234,11804,1.0172323911,27604205.0,669.436279859,15.0,15.0,0.0,5871654.80789,391443.653859,0.0,0.0
San Jose,359401,106504,74888,82163,95846,207603.0,162079.0,429084,1519.0,86208,41524,92759,105099,101975,0.972189611612,244588734.517,570.025296951,2704.0,2704.0,0.0,453215951.27,167609.449434,0.0,0.0
South San Francisco,21401,4815,5654,5146,5786,16006.0,5749.0,48556,180.0,14540,3731,11791,10924,7390,0.983727878649,33766995.8842,695.42375575,3.0,3.0,0.0,1955349.26304,651783.087679,0.0,0.0
Palo Alto,28301,5877,6388,6636,9400,17072.0,11389.0,113785,94.0,11454,4598,34489,51528,11622,0.994378272021,52145490.0,458.280880608,6.0,6.0,0.0,2441647.39304,406941.232174,0.0,0.0
Novato,20813,3937,5311,5052,6513,14899.0,6233.0,26160,109.0,1539,2826,8737,7642,5307,0.984904410373,13655334.0,521.992889908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillsborough,3947,448,770,908,1821,3980.0,0.0,2220,14.0,181,43,847,798,337,0.0,1205865.0,543.182432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Moon Bay,4723,1016,1048,1080,1579,3248.0,1539.0,5050,354.0,343,457,1265,1921,710,0.986630457489,3616906.0,716.219009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley,53132,17223,14460,10538,10911,23528.0,29677.0,125835,46.0,5234,6512,35875,55483,22685,0.998627948501,56523769.4908,449.189569602,40.0,40.0,0.0,25785177.155,644629.428875,0.0,0.0
Solano County,7493,1859,1826,1745,2063,6403.0,449.0,3666,715.0,761,343,395,572,880,1.09354932866,2510330.0,684.759956356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milpitas,27779,8796,6299,6186,6498,14193.0,14698.0,44149,66.0,13966,4679,7097,9826,8515,0.961510505002,31033675.1123,702.930419994,31.0,31.0,0.0,16487662.937,531860.094743,0.0,0.0
American Canyon,5511,1058,1437,1441,1575,3999.0,1685.0,5602,128.0,1882,1011,578,804,1199,0.969563687544,5825022.0,1039.81113888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redwood City,31170,6766,7852,7532,9020,18395.0,13230.0,76323,83.0,12224,4173,24983,18881,15979,0.985612648221,35382868.0,463.593779071,10.0,10.0,0.0,4488386.86835,448838.686835,0.0,0.0
Mountain View,48477,18522,9973,9471,10511,13817.0,36131.0,57728,42.0,9317,5035,15527,15444,12363,0.970549371346,32230992.9852,558.325127931,85.0,85.0,0.0,37874661.5145,445584.253112,0.0,0.0
Sonoma,5173,938,1317,1304,1614,3733.0,1761.0,6521,172.0,415,933,1004,2775,1222,0.941572624681,3565901.0,546.833461126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax,3505,664,924,845,1072,2656.0,906.0,1416,5.0,41,212,303,560,295,0.983997754071,750418.0,529.956214689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,49686,12673,11682,12127,13204,22471.0,28571.0,152403,307.0,36004,9580,50947,32855,22710,0.973433642882,82285709.0349,539.9218456,66.0,66.0,0.0,19246644.6754,291615.828415,0.0,0.0
Vallejo,42883,10895,12303,10071,9614,28793.0,13343.0,29381,120.0,1722,4908,4220,10710,7701,1.01772830833,17755854.0,604.3311664,18.0,18.0,0.0,5720582.69487,317810.149715,0.0,0.0
Woodside,2156,243,416,448,1049,2164.0,2.0,2121,68.0,107,146,658,770,372,0.995383194829,816895.0,385.146157473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara County,28855,5313,6679,7223,9640,24488.0,5359.0,32099,1033.0,2562,1499,6022,14427,6556,0.966763828861,15538130.0,484.068974111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,9291,1601,1993,2398,3299,8312.0,1560.0,8438,388.0,1512,1064,1416,1912,2146,0.941146677472,5946084.03835,704.679312438,1.0,1.0,0.0,295856.994803,295856.994803,0.0,0.0
Moraga,5744,789,1241,1360,2354,4986.0,829.0,5469,8.0,302,719,1336,2273,831,0.987790197764,2497281.0,456.624794295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon,5848,1357,1417,1425,1649,5181.0,1019.0,4112,105.0,906,775,330,1290,706,0.943225806452,3676662.93636,894.130091527,3.0,3.0,0.0,1743752.78742,581250.929141,0.0,0.0
Vacaville,31019,5807,8061,7979,9172,23412.0,6574.0,26891,316.0,3018,5760,2782,9202,5813,1.03444940972,18461173.0,686.518649362,15.0,15.0,0.0,8792043.74466,586136.249644,0.0,0.0
Gilroy,15210,3709,2992,3584,4925,10519.0,5660.0,16550,676.0,2114,4389,1900,4288,3183,0.94010754682,11428914.0,690.568821752,94.0,94.0,0.0,3180028.03948,33830.0855264,0.0,0.0
Morgan Hill,14483,3279,2615,3434,5155,11118.0,4094.0,17217,804.0,4757,2366,2430,3453,3407,0.952077307389,11877924.0,689.895103677,18.0,18.0,0.0,3642275.08853,202348.616029,0.0,0.0
Cupertino,22546,4076,4746,5424,8300,14779.0,8109.0,46302,81.0,7476,3212,16121,13242,6170,0.985057672143,20947461.0487,452.409421811,34.0,34.0,0.0,8882371.63111,261246.224444,0.0,0.0
Benicia,11020,2169,2845,2724,3282,6912.0,3667.0,14702,25.0,4288,970,3429,2831,3159,1.04168635977,10073700.0,685.192490818,5.0,5.0,0.0,1512165.30314,302433.060629,0.0,0.0
Larkspur,6193,907,1438,1422,2426,3151.0,3066.0,8056,10.0,244,1118,1608,3815,1261,0.996139617179,3767398.0,467.651191658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piedmont,3850,578,860,895,1517,3875.0,47.0,1591,10.0,35,42,389,678,437,0.981642019378,703004.0,441.862979258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,43154,10125,10872,9980,12177,23023.0,20662.0,60421,33.0,3963,6662,19854,20049,9860,0.987844797986,29900417.0,494.867959815,67.0,67.0,0.0,44084342.9286,657975.267592,0.0,0.0
San Rafael,23696,4856,5828,5772,7240,12931.0,11013.0,44210,112.0,3014,5182,10097,14816,10989,0.989642499165,25662984.0,580.479167609,8.0,8.0,0.0,3322923.25845,415365.407306,0.0,0.0
San Bruno,15606,4245,4116,3493,3752,9970.0,6007.0,14578,27.0,1004,2998,2549,5212,2788,0.976779119985,7550070.0,517.908492249,55.0,55.0,0.0,46368774.39,843068.625273,0.0,0.0
Calistoga,2085,376,534,511,664,1572.0,762.0,2315,64.0,232,195,238,1173,413,0.893316195373,1676932.0,724.376673866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotati,3168,730,802,800,836,2143.0,1189.0,2906,22.0,464,500,469,782,669,0.950780312125,1993072.00102,685.847213015,8.0,8.0,0.0,1953117.29928,244139.66241,0.0,0.0
Mill Valley,6267,1237,1541,1390,2099,4839.0,1462.0,5872,27.0,261,796,1450,2229,1109,0.994604031106,2951745.0,502.68136921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Anselmo,5423,894,1359,1270,1900,4217.0,1284.0,3179,3.0,233,618,686,1032,607,0.985820759862,1697054.0,533.832651777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos,11575,1938,2430,2767,4440,9962.0,1768.0,15079,50.0,587,1274,4651,5428,3089,0.986786018755,6648087.0,440.883811924,10.0,10.0,0.0,1498943.96501,149894.396501,0.0,0.0
El Cerrito,11681,3677,3372,2413,2219,7807.0,4144.0,4651,5.0,180,937,734,1797,998,0.977407748306,2741733.93957,589.493429278,5.0,5.0,0.0,2743095.8297,548619.16594,0.0,0.0
Saratoga,10968,1346,1949,2563,5110,10526.0,589.0,8234,33.0,470,604,2253,3321,1553,0.98677462888,3651116.0,443.419480204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suisun City,9107,1975,2579,2293,2260,8143.0,987.0,2128,11.0,137,313,305,860,502,0.997480832421,1469261.0,690.442199248,1.0,1.0,0.0,511553.318909,511553.318909,0.0,0.0
Sebastopol,3674,1199,793,770,912,2447.0,1480.0,5110,39.0,510,843,672,2038,1008,0.935574229692,2458243.31178,481.065227354,35.0,35.0,0.0,18220349.7919,520581.422626,0.0,0.0
Campbell,18223,4367,4209,4558,5089,9168.0,9579.0,26103,39.0,3040,3349,6388,7193,6094,0.972048861151,14693031.0,562.886679692,16.0,16.0,0.0,4887999.75816,305499.984885,0.0,0.0
St. Helena,2533,442,566,615,910,2049.0,706.0,5660,1003.0,1358,597,844,1288,570,0.91941923775,3136927.0,554.227385159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albany,7701,2348,2348,1660,1345,4067.0,3269.0,4752,7.0,312,743,717,1686,1287,1.04975463468,2620802.31448,551.515638569,10.0,10.0,0.0,5721124.45355,572112.445355,0.0,0.0
Los Gatos,12407,1719,2646,3134,4908,9174.0,3492.0,18816,55.0,1659,2144,4368,6987,3603,0.979551555345,8627179.0,458.502285289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park,16192,4748,3332,3353,4759,8167.0,8237.0,40659,139.0,5653,1635,15105,10475,7652,0.987076322848,20302261.0,499.330062225,2.0,2.0,0.0,1615924.99997,807962.499983,0.0,0.0
San Carlos,13729,2358,3327,3323,4721,9105.0,4640.0,18920,41.0,3993,1925,4952,4134,3875,0.998835940342,12034973.0,636.097938689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos Hills,3073,279,532,783,1479,3105.0,0.0,1652,1.0,55,13,784,515,284,0.0,597900.0,361.924939467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausalito,4512,758,1081,1076,1597,1976.0,2551.0,5179,24.0,391,447,1591,1606,1120,0.996686547382,3063230.0,591.471326511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica,14296,2780,3780,3434,4302,11358.0,3207.0,6616,7.0,462,1130,1488,2234,1295,0.981531067628,4182162.0,632.128476421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmont,9167,1626,2157,2253,3131,7280.0,2034.0,8544,4.0,848,857,2153,3112,1570,0.984217307279,5186308.61451,607.011776043,2.0,2.0,0.0,2854355.55659,1427177.7783,0.0,0.0
Tiburon,3869,713,860,843,1453,2720.0,1145.0,2606,30.0,85,241,860,1031,359,1.00103492885,1466160.0,562.609363008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Palo Alto,7563,1859,1990,1824,1890,4546.0,3076.0,5884,19.0,425,723,1490,2398,829,0.992259249541,3670698.0,623.843983685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeryville,8951,4043,1916,1518,1474,1428.0,6187.0,19051,6.0,2362,1806,4633,5761,4483,1.1754432042,10829353.0,568.440134376,224.0,224.0,0.0,88364978.187,394486.509763,0.0,0.0
Corte Madera,4335,925,1183,969,1258,3013.0,1345.0,6581,11.0,422,1604,1174,2067,1303,0.994722349702,3710765.0,563.860355569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster City,12924,2563,3064,3027,4270,7570.0,5494.0,19815,133.0,1668,900,9776,4232,3106,0.98928352725,10645492.0,537.244107999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrae,8299,1593,2136,2016,2554,5767.0,2707.0,7134,8.0,433,980,1270,3211,1232,0.979348595705,4583276.1197,642.455301332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burlingame,13008,2043,2861,3143,4961,7013.0,6258.0,33369,90.0,6109,2798,10212,8698,5462,0.980182352498,20867956.1129,625.369537982,12.0,12.0,0.0,4183856.27008,348654.689174,0.0,0.0
Atherton,2500,292,473,566,1169,2523.0,0.0,2200,5.0,91,32,580,1242,250,0.0,1007615.0,458.006818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portola Valley,1783,134,281,379,989,1794.0,0.0,2934,842.0,161,38,841,736,316,0.99386845039,1012593.0,345.123721881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Sereno,1326,175,237,313,601,1258.0,100.0,555,10.0,45,7,289,137,67,0.976435935199,204200.0,367.927927928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,883,121,214,232,316,861.0,25.0,348,0.0,18,20,59,186,65,0.996613995485,172540.0,495.804597701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yountville,1170,207,285,248,430,859.0,392.0,2754,109.0,178,46,121,705,1595,0.935251798561,1219291.0,442.734567901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colma,829,167,261,193,208,394.0,445.0,4716,2.0,221,2196,226,1428,643,0.988081048868,2015035.0,427.276293469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belvedere,1019,132,202,254,431,898.0,125.0,318,9.0,5,11,137,107,49,0.996089931574,137930.0,433.742138365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
