pda,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo1,11345.0,5344.0,2694.0,1956.0,1351.0,7566.0,4298.0,26145.0,27.0,5006.0,1081.0,10001.0,3193.0,6837.0,0.95625421443,20135664.0,770.153528399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre2,6059.0,1583.0,1539.0,1670.0,1267.0,1321.0,4455.0,15600.0,19.0,346.0,1355.0,4418.0,5593.0,3869.0,1.04899584488,7435660.0,476.644871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liv1,575.0,139.0,156.0,145.0,135.0,133.0,316.0,4147.0,6.0,112.0,512.0,1204.0,1652.0,661.0,1.28062360802,2292615.0,552.836990596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
her2,608.0,150.0,192.0,149.0,117.0,663.0,0.0,79.0,0.0,41.0,5.0,11.0,15.0,7.0,0.0,44885.0,568.164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre1,8823.0,1937.0,2464.0,2187.0,2235.0,3931.0,4241.0,4897.0,12.0,619.0,709.0,1067.0,1632.0,858.0,1.07966226138,3462728.0,707.112109455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre4,1574.0,283.0,383.0,415.0,493.0,1215.0,231.0,11494.0,34.0,5036.0,800.0,2752.0,1083.0,1789.0,1.08852005533,12405539.0,1079.30563772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ple1,1218.0,144.0,299.0,317.0,458.0,60.0,1268.0,13710.0,46.0,2322.0,2326.0,4244.0,1836.0,2936.0,0.917168674699,8383587.0,611.494310722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
her1,85.0,9.0,22.0,32.0,22.0,2.0,88.0,983.0,0.0,166.0,161.0,220.0,171.0,265.0,0.944444444444,535491.0,544.751780264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit1,3525.0,1484.0,997.0,702.0,342.0,2296.0,1484.0,3849.0,1.0,449.0,387.0,388.0,1294.0,1330.0,0.93253968254,2944830.0,765.089633671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre3,7259.0,1919.0,1922.0,1868.0,1550.0,2836.0,4342.0,4985.0,16.0,701.0,546.0,1069.0,1467.0,1186.0,1.01128448036,3522673.0,706.654563691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo9_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ric2,3113.0,1027.0,957.0,634.0,495.0,1682.0,1827.0,5748.0,2.0,1787.0,385.0,895.0,902.0,1777.0,0.887147335423,5004734.0,870.691370912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo10,6993.0,2077.0,1915.0,1491.0,1510.0,4485.0,3179.0,7576.0,4.0,138.0,1752.0,838.0,3345.0,1499.0,0.912447807933,4275804.0,564.388067582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc1,348.0,94.0,90.0,98.0,66.0,67.0,333.0,4370.0,12.0,221.0,486.0,1661.0,1159.0,831.0,0.87,2908561.0,665.574599542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spa1,1580.0,669.0,506.0,273.0,132.0,147.0,1583.0,4315.0,1.0,227.0,454.0,439.0,2556.0,638.0,0.913294797688,2611200.0,605.144843569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wal1,5232.0,1632.0,1624.0,1246.0,730.0,698.0,5141.0,26581.0,24.0,1878.0,3500.0,10212.0,7317.0,3650.0,0.896043843124,13173144.0,495.584966706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit2,1959.0,828.0,500.0,399.0,232.0,1255.0,877.0,652.0,1.0,115.0,42.0,70.0,184.0,240.0,0.918855534709,514605.0,789.271472393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo9_b,2474.0,809.0,708.0,539.0,418.0,2119.0,551.0,1864.0,1.0,110.0,70.0,567.0,431.0,685.0,0.9265917603,1531235.0,821.478004292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo7,8549.0,3531.0,2323.0,1564.0,1131.0,3079.0,6340.0,9327.0,27.0,794.0,1624.0,2033.0,3393.0,1456.0,0.907633506742,6670121.0,715.141095744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc2,1032.0,554.0,289.0,120.0,69.0,797.0,332.0,1779.0,22.0,556.0,260.0,304.0,134.0,503.0,0.914083259522,1816916.0,1021.31309725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pal1,558.0,127.0,146.0,111.0,174.0,52.0,516.0,3817.0,1.0,180.0,238.0,1091.0,1516.0,791.0,0.982394366197,1902344.0,498.38721509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo12,26550.0,6445.0,7454.0,6214.0,6437.0,12841.0,15535.0,13894.0,5.0,571.0,1782.0,2071.0,5678.0,3787.0,0.935649844939,8737263.0,628.851518641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay1,408.0,139.0,138.0,83.0,48.0,276.0,47.0,744.0,0.0,52.0,84.0,89.0,206.0,313.0,1.26315789474,601340.0,808.252688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo8,4802.0,1943.0,1421.0,942.0,496.0,2531.0,2689.0,4065.0,0.0,501.0,380.0,548.0,1481.0,1155.0,0.919923371648,2729864.0,671.553259533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wcc1_g,181.0,40.0,57.0,47.0,37.0,68.0,132.0,49.0,0.0,29.0,1.0,8.0,8.0,3.0,0.905,30875.0,630.102040816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak1,330.0,106.0,79.0,87.0,58.0,71.0,289.0,842.0,6.0,46.0,244.0,158.0,223.0,165.0,0.916666666667,688462.0,817.650831354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sar2,153.0,130.0,6.0,8.0,9.0,0.0,156.0,12165.0,13.0,757.0,599.0,3302.0,1824.0,5670.0,0.0,6368130.0,523.479654747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd1,42196.0,16096.0,13481.0,7842.0,4777.0,20400.0,23887.0,14496.0,86.0,1555.0,1300.0,2507.0,5593.0,3455.0,0.952785241719,10807622.0,745.558912804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo3,88303.0,35449.0,23177.0,14525.0,15152.0,2457.0,94069.0,263095.0,280.0,11174.0,15080.0,109587.0,77218.0,49756.0,0.914810517374,160059972.0,608.373294817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clo1,759.0,278.0,227.0,157.0,97.0,545.0,351.0,580.0,20.0,144.0,56.0,69.0,146.0,145.0,0.847098214286,235115.0,405.370689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo8,1419.0,803.0,167.0,170.0,279.0,144.0,1322.0,1257.0,0.0,61.0,13.0,95.0,199.0,889.0,0.967939972715,770355.0,612.85202864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dan1,1334.0,184.0,267.0,306.0,577.0,730.0,670.0,6560.0,20.0,319.0,879.0,2084.0,1990.0,1268.0,0.952857142857,3056034.0,465.858841463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aca1,390.0,126.0,125.0,83.0,56.0,178.0,185.0,1324.0,47.0,212.0,377.0,136.0,289.0,263.0,1.07438016529,925194.0,698.787009063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fai2,203.0,42.0,64.0,46.0,51.0,64.0,1.0,130.0,0.0,43.0,7.0,15.0,30.0,35.0,3.12307692308,138149.0,1062.68461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro3,2138.0,624.0,734.0,526.0,254.0,1664.0,745.0,2790.0,22.0,929.0,341.0,524.0,515.0,459.0,0.887505188875,2108929.0,755.888530466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
con2,3905.0,1620.0,1327.0,631.0,327.0,331.0,3959.0,10378.0,6.0,815.0,1069.0,3441.0,2605.0,2442.0,0.910256410256,5831284.0,561.888995953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd8,8738.0,3359.0,2609.0,1630.0,1140.0,4603.0,4158.0,7656.0,9.0,2914.0,535.0,734.0,2122.0,1342.0,0.997374728912,4963743.0,648.346786834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd7,10127.0,5674.0,2581.0,1247.0,625.0,3988.0,6373.0,9704.0,6.0,2088.0,778.0,1397.0,2012.0,3423.0,0.977415307403,9567689.0,985.953112119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pin1,304.0,70.0,111.0,83.0,40.0,234.0,82.0,3024.0,8.0,766.0,260.0,504.0,1012.0,474.0,0.962025316456,1900687.0,628.534060847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo4,17617.0,7758.0,4673.0,3081.0,2105.0,6064.0,13496.0,23951.0,37.0,1589.0,1305.0,4797.0,4571.0,11652.0,0.900664621677,13339773.0,556.961003716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo6,390.0,109.0,107.0,72.0,102.0,87.0,328.0,16644.0,17.0,2393.0,908.0,5311.0,4923.0,3092.0,0.939759036145,11961870.0,718.68961788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scl2,246.0,183.0,32.0,19.0,12.0,51.0,205.0,3937.0,6.0,1479.0,160.0,921.0,631.0,740.0,0.9609375,2768298.0,703.149098298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo4,37002.0,13097.0,9310.0,7080.0,7515.0,4656.0,35872.0,82365.0,55.0,6391.0,6878.0,15520.0,29993.0,23528.0,0.912998420845,54315017.0,659.442930857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo1,4523.0,2961.0,701.0,468.0,393.0,446.0,4610.0,28717.0,39.0,1557.0,1084.0,11580.0,5023.0,9434.0,0.894580696203,14417136.0,502.04185674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak3,199.0,47.0,62.0,58.0,32.0,219.0,0.0,128.0,1.0,7.0,9.0,31.0,47.0,33.0,0.908675799087,84964.0,663.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plh2,854.0,213.0,269.0,222.0,150.0,125.0,764.0,5582.0,11.0,264.0,761.0,1778.0,1786.0,982.0,0.96062992126,3529275.0,632.259942673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vta1_c,858.0,248.0,230.0,211.0,169.0,301.0,669.0,2539.0,19.0,66.0,343.0,618.0,952.0,541.0,0.884536082474,1317436.0,518.879873966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ben2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd1_b,6800.0,3275.0,2140.0,983.0,402.0,4778.0,2479.0,2020.0,5.0,218.0,378.0,157.0,724.0,538.0,0.937026319416,1368635.0,677.542079208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro2,4193.0,1476.0,1381.0,869.0,467.0,2267.0,2501.0,14339.0,50.0,1622.0,1930.0,2005.0,5418.0,3314.0,0.879404362416,9147845.0,637.969523677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd1_a,4891.0,2363.0,1494.0,660.0,374.0,1171.0,3919.0,8910.0,5.0,1142.0,738.0,868.0,4278.0,1879.0,0.960903732809,8324907.0,934.332996633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvw2,4624.0,1422.0,1144.0,1043.0,1015.0,1668.0,3285.0,6416.0,3.0,293.0,359.0,2226.0,2033.0,1502.0,0.933575610741,3183829.0,496.232699501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo3,16963.0,10100.0,2244.0,2321.0,2298.0,2792.0,14908.0,92513.0,292.0,42898.0,2213.0,21027.0,8291.0,17792.0,0.958361581921,65558786.0,708.644039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sar1,683.0,514.0,40.0,43.0,86.0,203.0,489.0,13110.0,360.0,1657.0,1645.0,2875.0,1789.0,4784.0,0.986994219653,9201050.0,701.834477498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd5,11834.0,5140.0,3819.0,1851.0,1024.0,5963.0,6913.0,9287.0,3.0,962.0,851.0,961.0,4328.0,2182.0,0.91907424666,7340372.0,790.392161085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo6,7414.0,4245.0,1402.0,1087.0,680.0,1329.0,6548.0,3866.0,10.0,481.0,836.0,638.0,866.0,1035.0,0.941221277136,3005929.0,777.529487843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vta1_i,13516.0,4766.0,3243.0,3023.0,2484.0,7822.0,6703.0,21363.0,62.0,2290.0,3681.0,4523.0,6058.0,4749.0,0.930533562823,13053151.0,611.016757946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alc2,5457.0,2112.0,1826.0,1015.0,504.0,2919.0,2736.0,2342.0,1.0,84.0,242.0,263.0,866.0,886.0,0.964986737401,1596430.0,681.652433817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd6,10758.0,4048.0,3198.0,1989.0,1523.0,4790.0,6580.0,13544.0,2.0,569.0,941.0,1580.0,8409.0,2043.0,0.94617414248,8703479.0,642.607722977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun2,1671.0,902.0,271.0,271.0,227.0,399.0,1368.0,3463.0,2.0,725.0,475.0,761.0,850.0,650.0,0.945670628183,2192366.0,633.082876119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fai3,720.0,269.0,265.0,130.0,56.0,118.0,651.0,1142.0,0.0,50.0,215.0,161.0,519.0,197.0,0.936280884265,701632.0,614.388791594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seb1,1896.0,540.0,601.0,432.0,323.0,1156.0,1025.0,4331.0,34.0,438.0,655.0,579.0,1784.0,841.0,0.869325997249,2358211.0,544.495728469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sle3,3389.0,1150.0,1169.0,685.0,385.0,1609.0,1813.0,5742.0,7.0,381.0,810.0,891.0,1984.0,1669.0,0.990356516657,3422841.0,596.106060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alc1,1199.0,393.0,386.0,267.0,153.0,804.0,480.0,1792.0,0.0,50.0,187.0,392.0,783.0,380.0,0.933800623053,1070075.0,597.140066964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dal1,6900.0,1568.0,1886.0,1753.0,1693.0,5105.0,2337.0,3494.0,10.0,337.0,550.0,888.0,1114.0,595.0,0.92717011556,1970888.0,564.077847739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alc3,2350.0,772.0,725.0,562.0,291.0,1774.0,703.0,1721.0,2.0,84.0,275.0,234.0,857.0,269.0,0.948728300363,1253602.0,728.414875073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo5,2138.0,1044.0,278.0,364.0,452.0,1473.0,738.0,4974.0,0.0,1306.0,195.0,827.0,478.0,2168.0,0.966983265491,4186544.0,841.685564938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd4,5150.0,2320.0,1623.0,782.0,425.0,3339.0,2224.0,5195.0,2.0,104.0,450.0,452.0,1872.0,2315.0,0.925759482294,3293837.0,634.039846006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dub3,2268.0,304.0,437.0,607.0,920.0,1163.0,717.0,275.0,0.0,33.0,53.0,66.0,48.0,75.0,1.20638297872,187430.0,681.563636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gil1,411.0,137.0,136.0,78.0,60.0,159.0,320.0,1728.0,14.0,202.0,307.0,184.0,526.0,495.0,0.858037578288,1169371.0,676.719328704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okd3,14264.0,8077.0,3641.0,1618.0,928.0,1595.0,10983.0,77880.0,105.0,6361.0,2702.0,17701.0,18535.0,32476.0,1.13404356813,42430550.0,544.819594248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dal2,1499.0,363.0,433.0,416.0,287.0,1220.0,309.0,1129.0,0.0,206.0,60.0,120.0,429.0,314.0,0.980379332897,1269293.0,1124.26306466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nap1,379.0,150.0,125.0,54.0,50.0,178.0,254.0,5036.0,39.0,420.0,663.0,832.0,1598.0,1484.0,0.877314814815,3066553.0,608.926330421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun6,1663.0,1092.0,167.0,198.0,206.0,297.0,1459.0,5016.0,1.0,1498.0,437.0,1859.0,570.0,651.0,0.947038724374,3688166.0,735.28030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro5,3697.0,1241.0,1221.0,844.0,391.0,3113.0,935.0,2784.0,12.0,656.0,662.0,319.0,443.0,692.0,0.913290513834,2522261.0,905.984554598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo11,173.0,36.0,41.0,60.0,36.0,16.0,180.0,3866.0,4.0,70.0,837.0,1187.0,1471.0,297.0,0.882653061224,2226145.0,575.826435592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo11,12139.0,4480.0,3317.0,2276.0,2066.0,668.0,12544.0,19838.0,11.0,610.0,1234.0,2804.0,6805.0,8374.0,0.918785952165,11155959.0,562.353009376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sui1,1081.0,279.0,285.0,305.0,212.0,676.0,393.0,996.0,8.0,52.0,54.0,136.0,436.0,310.0,1.01122544434,675788.0,678.502008032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak2,183.0,39.0,64.0,52.0,28.0,208.0,0.0,540.0,3.0,29.0,82.0,125.0,175.0,126.0,0.879807692308,312941.0,579.52037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wcc1_a,1559.0,500.0,488.0,365.0,206.0,882.0,793.0,870.0,1.0,97.0,148.0,136.0,334.0,154.0,0.930746268657,681291.0,783.093103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ala2,1219.0,641.0,261.0,181.0,136.0,542.0,745.0,4930.0,1.0,466.0,312.0,767.0,1083.0,2301.0,0.947163947164,3505581.0,711.071196755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro1,2019.0,786.0,672.0,351.0,210.0,1134.0,1175.0,8899.0,67.0,546.0,1582.0,2053.0,2276.0,2375.0,0.874404504114,5687516.0,639.118552646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alc4,1194.0,415.0,470.0,214.0,95.0,668.0,498.0,591.0,0.0,35.0,36.0,62.0,228.0,230.0,1.02401372213,447481.0,757.159052453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pet1,503.0,143.0,152.0,127.0,81.0,222.0,329.0,3246.0,11.0,523.0,555.0,499.0,693.0,965.0,0.912885662432,2282590.0,703.2008626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ber1,339.0,134.0,108.0,60.0,37.0,36.0,328.0,998.0,0.0,32.0,98.0,130.0,438.0,300.0,0.931318681319,619465.0,620.706412826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ric1_a,4505.0,1959.0,1534.0,740.0,272.0,2220.0,2627.0,6058.0,11.0,590.0,395.0,547.0,1779.0,2736.0,0.929440891273,3672984.0,606.30307032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vac1,122.0,29.0,38.0,29.0,26.0,98.0,37.0,2998.0,4.0,74.0,179.0,501.0,1626.0,614.0,0.903703703704,1832214.0,611.145430287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun1,949.0,219.0,261.0,243.0,226.0,357.0,696.0,3320.0,3.0,1251.0,183.0,1140.0,375.0,368.0,0.901234567901,2647208.0,797.351807229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epa1,787.0,199.0,223.0,210.0,155.0,657.0,191.0,860.0,6.0,208.0,104.0,217.0,194.0,131.0,0.928066037736,684818.0,796.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
